Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00:00 a/ m/;5:00:00 a/ m/;6:00:00 a/ m/;7:00:00 a/ m/;8:00:00 a/ m/;9:00:00 a/ m/;10:00:00 a/ m/;11:00:00 a/ m/;12:00:00 p/ m/;1:00:00 p/ m/;2:00:00 p/ m/;3:00:00 p/ m/;4:00:00 p/ m/;5:00:00 p/ m/;6:00:00 p/ m/;7:00:00 p/ m/;8:00:00 p/ m/;9:00:00 p/ m/;10:00:00 p/ m/;11:00:00 p/ m/;Total general (Número de pasajeros)
17/10/2024;LÍNEA K;2.279,00;2.785,00;2.551,00;2.356,00;1.704;1.356;1.032;1.149;1.300;976;753;813;1.085;899;523,00;455,00;519,00;250,00;83,00;1,00;22.869
17/10/2024;LÍNEA L;;;;;;59;99;89;103;78;77;83;61;102;;;;;;;751
17/10/2024;LÍNEA M;384,00;979,00;942,00;708,00;457;313;257;309;413;340;385;516;689;934;1.178,00;824,00;502,00;422,00;331,00;44,00;10.927
17/10/2024;LÍNEA O;234,00;1.491,00;1.597,00;1.947,00;1.013;1.193;751;838;957;982;934;1.101;1.202;1.747;1.334,00;1.057,00;844,00;869,00;295,00;18,00;20.404
17/10/2024;LÍNEA P;1.312,00;3.338,00;3.200,00;2.343,00;1.340;1.004;838;1.220;1.065;782;656;729;936;1.213;654,00;434,00;687,00;490,00;123,00;1,00;22.365
17/10/2024;LÍNEA T-A;1.410,00;4.475,00;5.003,00;4.895,00;3.386;2.648;2.305;2.616;3.032;2.806;2.972;3.526;4.712;5.753;5.135,00;3.261,00;2.505,00;2.051,00;1.242,00;66,00;63.799
18/10/2024;LÍNEA 1;2.993,00;8.585,00;10.515,00;9.549,00;6.353;5.365;4.425;4.875;5.347;5.106;5.695;6.572;8.951;10.188;7.408,00;4.762,00;3.510,00;2.930,00;1.800,00;72,00;115.001
18/10/2024;LÍNEA 2;201,00;897,00;1.054,00;1.051,00;904;916;970;1.081;1.147;1.040;1.354;1.524;1.987;2.042;1.790,00;1.261,00;822,00;667,00;306,00;4,00;21.018
18/10/2024;LÍNEA A;16.990,00;49.430,00;63.255,00;54.131,00;34.101;28.287;24.940;27.544;32.070;31.400;38.861;45.933;68.548;76.946;55.876,00;34.846,00;23.151,00;19.869,00;11.954,00;133,00;738.265
18/10/2024;LÍNEA B;3.152,00;6.700,00;9.309,00;8.020,00;5.386;4.540;4.048;4.262;5.104;4.530;4.999;5.960;8.354;10.023;7.220,00;4.350,00;3.553,00;2.637,00;1.483,00;12,00;103.642
18/10/2024;LÍNEA H;223,00;593,00;496,00;290,00;195;147;115;154;135;102;73;74;114;84;43,00;51,00;43,00;5,00;1,00;;2.938
18/10/2024;LÍNEA J;1.456,00;2.460,00;2.331,00;2.109,00;1.395;989;825;898;867;735;618;620;725;591;521,00;381,00;333,00;201,00;61,00;;18.116
18/10/2024;LÍNEA K;2.283,00;2.768,00;2.616,00;2.323,00;1.754;1.253;1.052;1.126;1.375;965;827;874;1.151;1.079;824,00;549,00;598,00;308,00;110,00;2,00;23.837
18/10/2024;LÍNEA L;;;;;;106;72;107;123;132;120;96;118;154;;;;;;;1.028
18/10/2024;LÍNEA M;401,00;990,00;973,00;703,00;406;359;306;320;401;386;368;602;796;1.031;1.112,00;816,00;487,00;397,00;351,00;95,00;11.300
18/10/2024;LÍNEA O;262,00;1.343,00;1.685,00;1.860,00;1.034;1.010;731;703;931;981;948;1.001;1.388;1.509;1.239,00;974,00;806,00;849,00;338,00;15,00;19.607
18/10/2024;LÍNEA P;1.333,00;3.320,00;3.153,00;2.282,00;1.316;917;795;1.296;1.213;856;702;760;972;1.260;767,00;580,00;680,00;590,00;142,00;1,00;22.935
18/10/2024;LÍNEA T-A;1.462,00;4.309,00;5.163,00;4.697,00;3.184;2.647;2.391;2.705;3.272;2.752;3.154;3.616;4.895;5.582;5.088,00;3.380,00;2.515,00;2.159,00;1.420,00;81,00;64.472
19/10/2024;LÍNEA 1;2.233,00;4.991,00;6.132,00;6.866,00;5.066;4.384;4.398;4.835;6.625;6.489;6.152;5.299;5.030;4.564;4.123,00;3.297,00;2.621,00;2.335,00;1.405,00;54,00;86.899
19/10/2024;LÍNEA 2;155,00;550,00;661,00;732,00;642;692;812;1.076;1.440;1.276;1.321;1.169;1.181;1.293;1.154,00;841,00;594,00;505,00;218,00;12,00;16.324
19/10/2024;LÍNEA A;13.053,00;29.462,00;34.998,00;35.624,00;26.965;23.959;24.405;29.180;46.196;46.477;43.219;39.114;37.434;35.917;32.245,00;23.918,00;17.851,00;16.180,00;10.045,00;1.755,00;567.997
19/10/2024;LÍNEA B;2.316,00;4.793,00;5.377,00;5.516,00;4.379;3.942;4.247;4.689;6.880;6.625;6.195;5.595;5.302;5.034;4.254,00;3.035,00;2.371,00;2.720,00;1.469,00;243,00;84.982
19/10/2024;LÍNEA H;145,00;397,00;353,00;276,00;204;144;120;135;121;127;111;91;95;83;59,00;65,00;53,00;33,00;26,00;;2.638
19/10/2024;LÍNEA J;1.034,00;1.801,00;1.883,00;1.743,00;1.248;996;921;819;923;788;742;735;736;677;562,00;475,00;402,00;289,00;140,00;12,00;16.926
19/10/2024;LÍNEA K;1.545,00;2.505,00;2.504,00;2.152,00;1.554;1.322;1.305;1.219;1.270;1.150;986;1.026;1.139;1.092;864,00;648,00;578,00;447,00;248,00;24,00;23.578
19/10/2024;LÍNEA L;;;;;;130;135;145;172;131;88;129;185;168;;;;;;;1.283
19/10/2024;LÍNEA M;297,00;688,00;625,00;590,00;436;293;334;377;522;665;765;692;634;578;644,00;537,00;481,00;358,00;315,00;87,00;9.918
19/10/2024;LÍNEA O;199,00;834,00;1.020,00;1.242,00;852;774;697;803;941;818;782;662;696;717;615,00;484,00;425,00;451,00;198,00;17,00;13.227
19/10/2024;LÍNEA P;973,00;2.008,00;1.920,00;1.746,00;1.225;1.005;885;844;926;887;873;866;881;683;602,00;490,00;526,00;371,00;201,00;23,00;17.935
19/10/2024;LÍNEA T-A;1.100,00;2.725,00;3.347,00;3.769,00;2.817;2.485;2.407;2.897;3.568;3.750;3.780;3.434;3.468;3.141;3.065,00;2.275,00;1.894,00;1.732,00;1.328,00;251,00;53.233
20/10/2024;LÍNEA 1;513,00;1.642,00;1.975,00;2.106,00;1.970;2.286;2.417;2.518;2.535;2.702;2.738;2.476;2.852;2.771;2.680,00;2.140,00;2.191,00;1.567,00;237,00;;40.316
20/10/2024;LÍNEA 2;8,00;195,00;211,00;321,00;211;330;476;370;518;569;545;371;502;475;500,00;407,00;338,00;221,00;16,00;;6.584
20/10/2024;LÍNEA A;3.882,00;11.665,00;12.983,00;11.473,00;11.082;12.135;13.477;13.482;15.312;17.442;18.363;16.090;19.743;20.663;19.298,00;15.579,00;14.763,00;10.775,00;1.012,00;1,00;259.220
20/10/2024;LÍNEA B;703,00;1.791,00;1.915,00;1.839,00;1.887;2.296;2.640;2.669;2.923;3.077;3.012;2.637;2.950;2.919;2.904,00;2.184,00;1.991,00;1.154,00;149,00;;41.640
20/10/2024;LÍNEA H;;;;;;128;100;86;86;81;89;45;73;89;78,00;58,00;47,00;18,00;2,00;;980
20/10/2024;LÍNEA J;;;;;41;846;720;711;663;591;642;532;627;624;602,00;463,00;474,00;221,00;25,00;;7.782
20/10/2024;LÍNEA K;;;;;589;1.034;998;935;1.061;1.103;394;834;1.164;1.143;889,00;671,00;645,00;155,00;4,00;;11.619
20/10/2024;LÍNEA L;;;;;139;182;244;315;283;250;87;307;251;254;;;;;;;2.312
20/10/2024;LÍNEA M;;;;;;324;308;257;292;423;369;347;385;417;473,00;368,00;331,00;266,00;115,00;;4.675
20/10/2024;LÍNEA O;26,00;326,00;323,00;284,00;306;301;348;329;317;367;374;336;409;479;487,00;348,00;425,00;249,00;40,00;;6.074
20/10/2024;LÍNEA P;;;;;11;733;656;660;649;636;271;521;651;623;607,00;537,00;458,00;200,00;14,00;;7.227
20/10/2024;LÍNEA T-A;202,00;815,00;1.070,00;1.027,00;1.025;1.342;1.560;1.480;1.492;1.807;2.061;1.557;1.972;2.009;2.030,00;1.747,00;1.546,00;1.225,00;259,00;3,00;26.229
21/10/2024;LÍNEA 1;2.983,00;8.441,00;10.263,00;9.514,00;6.189;4.998;4.176;5.025;3.665;4.980;5.093;6.111;6.610;10.924;7.505,00;5.966,00;3.286,00;2.182,00;1.055,00;31,00;108.997
21/10/2024;LÍNEA 2;200,00;843,00;1.077,00;1.033,00;829;894;945;1.111;1.011;976;1.222;1.481;1.946;2.730;1.786,00;1.497,00;967,00;482,00;196,00;6,00;21.232
21/10/2024;LÍNEA A;17.310,00;49.269,00;63.570,00;54.406,00;33.235;27.813;24.239;26.150;29.066;28.410;33.633;22.587;31.464;47.222;36.784,00;21.078,00;21.010,00;13.552,00;6.889,00;41,00;587.728
21/10/2024;LÍNEA B;3.228,00;8.036,00;9.115,00;7.971,00;5.209;4.401;3.773;4.311;4.922;4.337;3.979;4.742;6.351;9.560;6.714,00;3.661,00;2.982,00;1.768,00;873,00;4,00;95.937
21/10/2024;LÍNEA H;214,00;621,00;472,00;266,00;169;130;101;138;111;88;54;60;;25;42,00;33,00;22,00;10,00;2,00;;2.558
21/10/2024;LÍNEA J;1.459,00;2.592,00;2.367,00;1.952,00;1.331;941;862;770;825;651;497;530;608;463;305,00;265,00;216,00;82,00;22,00;1,00;16.739
21/10/2024;LÍNEA K;2.029,00;2.739,00;2.622,00;2.039,00;1.669;1.186;1.045;1.111;1.379;925;755;282;344;262;215,00;165,00;291,00;172,00;57,00;1,00;19.288
21/10/2024;LÍNEA M;408,00;1.026,00;932,00;642,00;402;315;286;307;396;302;360;454;163;738;1.069,00;844,00;531,00;332,00;262,00;44,00;9.813
21/10/2024;LÍNEA O;244,00;1.460,00;1.690,00;1.856,00;1.064;1.066;729;871;890;894;894;1.015;1.239;1.610;1.369,00;1.075,00;848,00;703,00;221,00;2,00;19.740
21/10/2024;LÍNEA P;1.365,00;3.341,00;3.068,00;2.259,00;1.229;945;756;1.356;1.225;740;674;252;243;411;294,00;171,00;325,00;228,00;80,00;1,00;18.963
21/10/2024;LÍNEA T-A;1.474,00;4.251,00;4.886,00;4.525,00;2.870;2.404;2.135;2.508;2.937;2.510;2.748;2.741;3.042;5.138;4.633,00;3.573,00;2.148,00;1.488,00;940,00;38,00;56.989
22/10/2024;LÍNEA 1;3.021,00;8.580,00;10.311,00;9.914,00;6.433;5.281;4.173;4.744;4.950;4.895;5.074;5.839;8.840;11.019;7.612,00;4.469,00;3.357,00;2.563,00;1.333,00;25,00;112.433
22/10/2024;LÍNEA 2;199,00;906,00;1.116,00;1.082,00;888;937;930;1.036;1.111;1.052;1.132;1.409;2.026;2.215;1.803,00;1.242,00;912,00;491,00;174,00;9,00;20.670
22/10/2024;LÍNEA A;16.569,00;48.052,00;59.524,00;54.664,00;33.697;27.297;24.273;24.804;29.257;28.652;32.958;37.386;62.651;84.195;58.317,00;30.446,00;21.261,00;17.044,00;8.595,00;37,00;699.679
22/10/2024;LÍNEA B;3.116,00;8.060,00;8.301,00;8.928,00;5.387;4.653;3.872;4.199;4.854;4.415;4.377;5.064;7.911;10.899;6.836,00;3.876,00;3.363,00;2.452,00;1.113,00;1,00;101.677
22/10/2024;LÍNEA H;237,00;604,00;494,00;306,00;161;120;86;141;139;79;64;52;86;48;42,00;36,00;33,00;18,00;6,00;;2.752
22/10/2024;LÍNEA J;1.404,00;2.501,00;2.129,00;1.989,00;1.397;953;784;795;809;712;498;490;662;601;459,00;300,00;279,00;124,00;44,00;;16.930
22/10/2024;LÍNEA K;2.271,00;2.766,00;2.466,00;2.013,00;1.494;1.081;972;1.079;1.351;948;689;646;1.000;871;656,00;489,00;459,00;232,00;79,00;1,00;21.563
22/10/2024;LÍNEA L;;;;;;47;26;51;54;75;65;57;66;68;;;;;;;509
22/10/2024;LÍNEA M;392,00;1.027,00;905,00;692,00;400;305;275;332;448;294;383;477;741;940;1.192,00;864,00;468,00;370,00;336,00;58,00;10.899
22/10/2024;LÍNEA O;258,00;1.624,00;1.690,00;1.885,00;1.112;1.139;844;855;971;1.088;978;1.173;1.490;1.945;1.487,00;984,00;890,00;970,00;259,00;13,00;21.655
22/10/2024;LÍNEA P;1.239,00;3.042,00;2.858,00;2.070,00;1.139;838;526;1.358;1.218;763;623;685;861;1.152;643,00;379,00;592,00;541,00;110,00;1,00;20.638
22/10/2024;LÍNEA T-A;1.494,00;4.449,00;5.110,00;4.935,00;3.191;2.744;2.431;2.653;3.286;2.796;2.780;3.256;4.657;5.797;5.440,00;3.251,00;2.453,00;1.854,00;1.227,00;41,00;63.845
23/10/2024;LÍNEA 1;2.993,00;8.424,00;10.697,00;9.874,00;6.348;5.272;4.266;4.221;5.176;4.948;5.256;5.923;8.623;10.674;7.710,00;4.620,00;3.496,00;2.540,00;1.441,00;40,00;112.542
23/10/2024;LÍNEA 2;183,00;909,00;1.072,00;1.094,00;866;897;978;69;138;978;1.243;1.422;1.935;2.272;1.727,00;1.151,00;917,00;546,00;196,00;5,00;18.598
23/10/2024;LÍNEA A;16.713,00;49.032,00;63.958,00;56.187,00;33.660;29.105;25.255;27.289;31.675;29.774;34.815;38.122;62.933;86.709;57.618,00;30.483,00;21.701,00;17.665,00;8.808,00;60,00;721.562
23/10/2024;LÍNEA B;3.049,00;8.155,00;9.178,00;8.508,00;5.729;4.877;3.945;4.291;4.895;4.763;4.584;5.212;7.921;11.123;6.684,00;3.916,00;3.261,00;2.572,00;1.241,00;3,00;103.907
23/10/2024;LÍNEA H;227,00;582,00;475,00;275,00;219;151;86;127;112;50;47;46;80;123;44,00;36,00;21,00;11,00;5,00;;2.717
23/10/2024;LÍNEA J;1.450,00;2.491,00;2.337,00;2.148,00;1.378;1.017;818;768;845;629;455;470;692;593;432,00;266,00;277,00;104,00;49,00;1,00;17.220
23/10/2024;LÍNEA K;2.334,00;2.866,00;2.687,00;2.187,00;1.709;1.296;1.047;1.142;1.253;881;512;777;965;952;604,00;408,00;510,00;237,00;88,00;1,00;22.456
23/10/2024;LÍNEA L;;;;;;77;58;78;68;68;98;76;92;67;;;;;;;682
23/10/2024;LÍNEA M;412,00;989,00;864,00;664,00;454;330;336;266;356;168;304;509;712;996;1.258,00;810,00;485,00;389,00;321,00;58,00;10.681
23/10/2024;LÍNEA O;248,00;1.543,00;1.718,00;2.008,00;1.048;1.167;819;959;977;1.126;923;1.128;1.578;1.896;1.396,00;1.083,00;872,00;1.045,00;277,00;10,00;21.821
23/10/2024;LÍNEA P;1.301,00;3.316,00;3.092,00;2.281,00;1.278;977;798;1.157;1.046;729;662;642;847;1.196;613,00;383,00;548,00;510,00;120,00;1,00;21.497
23/10/2024;LÍNEA T-A;1.433,00;4.291,00;5.043,00;4.936,00;3.217;2.684;2.319;2.062;2.696;945;2.589;3.232;4.583;5.728;5.259,00;3.144,00;2.339,00;2.035,00;1.182,00;46,00;59.763
24/10/2024;LÍNEA 1;2.978,00;8.714,00;10.761,00;9.744,00;6.343;5.120;4.212;4.777;5.206;4.876;5.271;5.866;8.680;10.798;7.917,00;4.739,00;3.455,00;2.626,00;1.405,00;113,00;113.601
24/10/2024;LÍNEA 2;171,00;890,00;1.032,00;1.124,00;935;883;1.032;1.048;1.099;981;1.151;1.389;1.999;2.229;1.776,00;1.146,00;975,00;487,00;231,00;5,00;20.583
24/10/2024;LÍNEA A;16.350,00;49.704,00;63.824,00;55.750,00;33.903;27.852;24.008;25.484;29.296;28.310;34.280;37.770;63.509;83.704;58.827,00;33.193,00;21.744,00;17.406,00;9.353,00;68,00;714.335
24/10/2024;LÍNEA B;3.030,00;8.333,00;9.208,00;8.436,00;5.345;4.389;3.947;4.360;5.000;4.755;4.576;5.590;7.991;10.986;7.229,00;4.360,00;3.540,00;2.666,00;3.016,00;336,00;107.093
24/10/2024;LÍNEA H;234,00;632,00;422,00;273,00;184;123;81;146;107;93;59;52;96;69;50,00;39,00;28,00;11,00;4,00;;2.703
24/10/2024;LÍNEA J;1.410,00;2.510,00;2.351,00;2.185,00;1.403;959;759;815;851;653;580;496;677;668;444,00;350,00;262,00;117,00;41,00;;17.531
24/10/2024;LÍNEA K;2.376,00;2.849,00;2.642,00;2.217,00;1.566;1.234;1.053;1.182;1.378;1.024;681;795;1.028;1.032;670,00;575,00;486,00;219,00;88,00;;23.095
24/10/2024;LÍNEA L;;;;;;74;44;83;104;81;69;69;86;84;;;;;;;694
24/10/2024;LÍNEA M;424,00;1.016,00;955,00;673,00;452;344;292;350;390;344;385;514;661;977;1.270,00;861,00;520,00;408,00;324,00;67,00;11.227
24/10/2024;LÍNEA O;256,00;1.529,00;1.835,00;1.897,00;1.121;1.160;802;1.024;987;1.099;898;1.063;1.560;1.795;1.419,00;1.079,00;907,00;856,00;333,00;35,00;21.655
24/10/2024;LÍNEA P;1.240,00;3.383,00;3.198,00;2.395,00;1.271;908;778;1.316;1.206;798;658;626;813;1.233;677,00;404,00;695,00;438,00;115,00;1,00;22.153
24/10/2024;LÍNEA T-A;1.445,00;4.533,00;5.128,00;5.006,00;3.300;2.694;2.338;2.731;3.246;2.726;3.013;3.430;4.561;5.478;5.581,00;3.294,00;2.460,00;1.911,00;1.240,00;126,00;64.241
25/10/2024;LÍNEA 1;2.998,00;8.465,00;9.921,00;9.563,00;6.061;5.076;4.329;4.784;5.217;5.306;5.746;6.557;8.821;9.753;7.524,00;4.973,00;3.653,00;2.803,00;1.827,00;71,00;113.448
25/10/2024;LÍNEA 2;187,00;844,00;1.072,00;1.063,00;825;871;949;1.027;1.143;996;1.322;1.509;1.946;2.129;1.709,00;1.231,00;838,00;621,00;283,00;12,00;20.577
25/10/2024;LÍNEA A;16.697,00;49.225,00;63.192,00;53.481,00;33.035;27.855;24.809;26.230;30.104;30.768;37.874;44.182;67.288;75.133;54.493,00;34.296,00;22.911,00;19.276,00;11.331,00;133,00;722.313
25/10/2024;LÍNEA B;3.027,00;8.012,00;9.173,00;8.092,00;5.301;4.692;3.882;4.423;5.058;4.665;4.847;5.944;8.134;9.995;6.944,00;4.379,00;3.561,00;2.691,00;1.778,00;834,00;105.432
25/10/2024;LÍNEA H;236,00;619,00;508,00;254,00;193;132;93;137;108;94;89;77;81;79;57,00;44,00;45,00;37,00;7,00;1,00;2.891
25/10/2024;LÍNEA J;1.421,00;2.641,00;2.372,00;2.158,00;1.358;979;751;796;808;706;640;608;726;648;515,00;402,00;289,00;143,00;60,00;1,00;18.022
25/10/2024;LÍNEA K;2.305,00;2.910,00;2.661,00;2.375,00;1.683;1.270;1.057;1.133;1.350;985;831;858;1.017;1.056;912,00;587,00;581,00;264,00;111,00;2,00;23.948
25/10/2024;LÍNEA L;;;;;;83;46;67;76;71;98;110;105;131;1,00;;;;;;788
25/10/2024;LÍNEA M;428,00;1.040,00;980,00;662,00;440;296;260;358;456;309;404;582;779;1.072;1.155,00;792,00;545,00;371,00;368,00;98,00;11.395
25/10/2024;LÍNEA O;245,00;1.468,00;1.815,00;1.918,00;1.146;1.148;783;839;1.111;995;932;1.146;1.283;1.549;1.183,00;991,00;796,00;822,00;369,00;21,00;20.560
25/10/2024;LÍNEA P;1.264,00;3.413,00;3.097,00;2.331,00;1.295;925;731;1.215;1.132;821;722;783;934;1.031;700,00;495,00;674,00;469,00;134,00;3,00;22.169
25/10/2024;LÍNEA T-A;1.510,00;4.382,00;5.139,00;4.812,00;2.987;2.599;2.354;2.791;3.206;2.903;3.114;3.501;4.737;5.647;5.055,00;3.454,00;2.441,00;1.994,00;1.428,00;175,00;64.229
26/10/2024;LÍNEA 1;2.225,00;4.999,00;6.183,00;6.625,00;4.918;4.486;4.344;4.962;6.591;6.425;5.863;5.271;4.809;4.578;3.997,00;3.358,00;2.497,00;2.125,00;1.286,00;78,00;85.620
26/10/2024;LÍNEA 2;150,00;526,00;664,00;743,00;696;697;805;1.031;1.475;1.272;1.182;1.109;1.245;1.161;1.105,00;776,00;514,00;469,00;215,00;16,00;15.851
26/10/2024;LÍNEA A;12.752,00;29.737,00;35.247,00;34.989,00;26.203;23.873;24.074;28.839;45.933;44.803;40.744;34.681;34.051;32.594;29.675,00;22.246,00;16.634,00;14.656,00;8.198,00;105,00;540.034
26/10/2024;LÍNEA B;2.411,00;4.809,00;5.412,00;5.445,00;4.252;4.184;4.269;4.596;6.762;6.414;5.777;5.036;4.818;4.952;3.988,00;2.829,00;2.405,00;1.852,00;1.083,00;12,00;81.306
26/10/2024;LÍNEA H;162,00;438,00;372,00;218,00;181;146;125;127;129;141;77;84;102;64;72,00;61,00;48,00;27,00;28,00;1,00;2.603
26/10/2024;LÍNEA J;1.027,00;1.821,00;2.050,00;1.730,00;1.301;1.022;822;892;853;798;678;641;686;553;530,00;420,00;400,00;239,00;109,00;3,00;16.575
26/10/2024;LÍNEA K;1.792,00;2.594,00;2.572,00;2.119,00;1.574;1.308;1.245;1.261;1.308;1.166;983;922;1.100;964;788,00;669,00;672,00;455,00;233,00;1,00;23.726
26/10/2024;LÍNEA L;;;;;26;130;126;144;162;109;186;141;149;202;;;;;;;1.375
26/10/2024;LÍNEA M;303,00;664,00;711,00;563,00;420;364;330;372;602;739;697;655;610;594;606,00;493,00;429,00;318,00;319,00;70,00;9.859
26/10/2024;LÍNEA O;182,00;844,00;1.024,00;1.275,00;775;777;689;793;975;894;728;631;650;667;588,00;491,00;401,00;371,00;184,00;27,00;12.966
26/10/2024;LÍNEA P;941,00;2.025,00;1.989,00;1.782,00;1.160;1.059;945;866;953;820;728;761;798;687;520,00;490,00;496,00;338,00;206,00;1,00;17.565
26/10/2024;LÍNEA T-A;1.200,00;2.768,00;3.471,00;3.718,00;2.620;2.428;2.406;2.735;3.728;3.688;3.728;3.090;3.179;3.076;2.885,00;2.280,00;1.865,00;1.622,00;1.162,00;86,00;51.735
27/10/2024;LÍNEA 1;501,00;1.674,00;1.981,00;1.939,00;1.912;2.343;2.644;2.593;2.610;2.692;3.203;2.774;2.936;2.920;2.801,00;2.426,00;2.027,00;1.598,00;191,00;;41.765
27/10/2024;LÍNEA 2;8,00;175,00;226,00;306,00;216;399;503;406;485;566;479;394;488;593;462,00;425,00;345,00;192,00;15,00;;6.683
27/10/2024;LÍNEA A;4.004,00;11.556,00;13.031,00;11.482,00;11.011;11.909;13.176;13.293;14.948;16.223;18.474;16.725;18.565;20.032;18.858,00;15.068,00;14.553,00;10.398,00;678,00;;253.984
27/10/2024;LÍNEA B;686,00;1.730,00;1.928,00;1.828,00;2.000;2.108;2.452;2.584;2.887;2.862;2.964;2.681;2.741;2.965;2.938,00;2.249,00;1.926,00;1.373,00;114,00;;41.016
27/10/2024;LÍNEA H;;;;;3;103;103;91;105;80;75;56;68;60;66,00;59,00;81,00;27,00;1,00;;978
27/10/2024;LÍNEA J;;;;;7;978;785;675;644;601;620;576;663;565;587,00;442,00;373,00;172,00;10,00;;7.698
27/10/2024;LÍNEA K;;;;;513;1.068;945;1.013;992;1.026;1.013;942;1.162;1.115;820,00;717,00;705,00;324,00;11,00;;12.366
27/10/2024;LÍNEA L;;;;;65;127;201;248;222;264;228;212;265;323;;;;;;;2.155
27/10/2024;LÍNEA M;;;;;2;306;249;262;267;316;365;432;419;399;491,00;390,00;361,00;318,00;98,00;;4.675
27/10/2024;LÍNEA O;28,00;365,00;293,00;294,00;264;298;348;357;365;334;417;382;422;448;452,00;438,00;402,00;290,00;28,00;;6.225
27/10/2024;LÍNEA P;;;;;;742;618;620;592;540;560;607;695;591;543,00;440,00;509,00;219,00;9,00;;7.285
27/10/2024;LÍNEA T-A;201,00;811,00;1.027,00;1.038,00;975;1.292;1.465;1.445;1.454;1.722;1.768;1.710;1.914;1.888;1.949,00;1.680,00;1.543,00;1.254,00;238,00;;25.374
28/10/2024;LÍNEA 1;2.945,00;8.347,00;10.386,00;9.307,00;6.353;5.049;4.122;4.739;5.190;4.934;5.506;5.861;8.192;10.539;7.590,00;4.292,00;3.109,00;2.386,00;1.268,00;38,00;110.153
28/10/2024;LÍNEA 2;183,00;814,00;1.030,00;967,00;978;924;937;1.062;1.096;1.095;1.220;1.457;1.988;2.266;1.890,00;1.170,00;795,00;484,00;180,00;2,00;20.538
28/10/2024;LÍNEA A;17.365,00;48.226,00;63.643,00;55.324,00;34.796;27.257;23.897;26.404;32.447;31.381;35.765;36.927;60.039;85.716;60.326,00;30.508,00;19.971,00;15.556,00;8.213,00;32,00;713.793
28/10/2024;LÍNEA B;3.176,00;7.851,00;9.076,00;8.151,00;5.260;4.272;3.958;4.151;4.734;4.452;4.553;5.384;7.510;10.786;6.789,00;3.900,00;3.104,00;2.358,00;2.801,00;4,00;102.270
28/10/2024;LÍNEA H;236,00;615,00;473,00;204,00;108;124;87;142;106;111;63;71;105;53;35,00;45,00;34,00;20,00;3,00;;2.635
28/10/2024;LÍNEA J;1.480,00;2.569,00;2.438,00;2.108,00;1.383;944;786;739;860;703;557;516;626;670;416,00;336,00;270,00;109,00;32,00;;17.542
28/10/2024;LÍNEA K;2.355,00;2.809,00;2.750,00;2.193,00;1.728;1.223;1.073;1.057;1.286;976;730;702;877;885;560,00;498,00;518,00;230,00;69,00;2,00;22.521
28/10/2024;LÍNEA M;412,00;1.003,00;941,00;531,00;279;300;307;313;396;361;401;492;745;953;1.229,00;905,00;499,00;343,00;286,00;44,00;10.740
28/10/2024;LÍNEA O;258,00;1.464,00;1.697,00;1.738,00;1.170;1.067;788;891;1.016;1.011;841;1.124;1.421;1.812;1.377,00;988,00;840,00;833,00;253,00;10,00;20.599
28/10/2024;LÍNEA P;1.338,00;3.354,00;3.125,00;2.223,00;1.368;941;839;1.269;1.194;890;726;720;830;1.027;611,00;416,00;632,00;469,00;131,00;1,00;22.104
28/10/2024;LÍNEA T-A;1.505,00;4.228,00;5.053,00;2.201,00;1.630;2.324;2.183;2.376;3.042;2.654;2.830;3.092;4.331;5.589;5.411,00;3.115,00;2.317,00;1.739,00;1.183,00;31,00;56.834
29/10/2024;LÍNEA 1;3.064,00;8.624,00;10.869,00;9.824,00;6.478;5.116;4.292;4.790;5.175;5.022;5.388;5.806;8.711;10.990;7.761,00;4.675,00;3.417,00;2.516,00;1.451,00;55,00;114.024
29/10/2024;LÍNEA 2;149,00;875,00;1.051,00;1.122,00;864;908;980;1.093;1.075;1.045;1.236;1.410;2.035;2.162;1.872,00;1.104,00;918,00;504,00;192,00;2,00;20.597
29/10/2024;LÍNEA A;17.068,00;50.028,00;64.955,00;57.919,00;35.277;27.814;24.064;26.109;31.899;30.182;34.233;37.861;63.752;87.024;59.224,00;31.548,00;21.230,00;17.109,00;9.116,00;44,00;726.456
29/10/2024;LÍNEA B;3.107,00;8.306,00;9.305,00;8.705,00;5.422;4.537;3.974;4.163;5.065;4.573;4.590;5.463;8.299;11.501;7.435,00;4.346,00;3.678,00;2.611,00;1.255,00;7,00;106.342
29/10/2024;LÍNEA H;219,00;649,00;509,00;314,00;168;133;100;128;145;109;53;54;106;50;39,00;43,00;35,00;15,00;2,00;;2.871
29/10/2024;LÍNEA J;1.517,00;2.633,00;2.365,00;2.148,00;1.388;840;777;712;842;725;573;527;671;621;458,00;329,00;249,00;104,00;26,00;1,00;17.506
29/10/2024;LÍNEA K;2.288,00;2.555,00;2.727,00;2.337,00;1.691;1.245;984;1.094;1.435;997;711;761;1.002;1.042;669,00;473,00;538,00;215,00;76,00;2,00;22.842
29/10/2024;LÍNEA L;;;;;;106;63;90;77;98;62;131;110;70;;;;;;;807
29/10/2024;LÍNEA M;415,00;1.032,00;919,00;666,00;466;311;296;339;399;320;374;499;706;947;1.319,00;834,00;498,00;392,00;318,00;47,00;11.097
